id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
48726,I,0.235,0.18,0.05,0.046,0.0295,0.015,0.015,4
48727,M,0.58,0.44,0.14,0.98,0.4895,0.2095,0.2185,10
48728,I,0.51,0.355,0.105,0.547,0.244,0.116,0.1565,9
48729,M,0.645,0.5,0.185,1.5275,0.6325,0.3435,0.38,10
48730,M,0.57,0.45,0.135,1.0105,0.492,0.209,0.202,8
48731,I,0.555,0.435,0.145,0.6295,0.2555,0.132,0.19,9
48732,M,0.59,0.445,0.14,0.8255,0.4155,0.1715,0.23,9
48733,I,0.465,0.36,0.14,0.5255,0.2085,0.115,0.1555,8
48734,M,0.55,0.41,0.13,0.7305,0.3245,0.1715,0.2185,9
48735,F,0.555,0.43,0.145,0.7905,0.3345,0.1765,0.2485,10
48736,M,0.63,0.485,0.15,1.098,0.5195,0.2435,0.33,9
48737,M,0.64,0.55,0.17,1.247,0.472,0.2455,0.4,15
48738,M,0.73,0.565,0.26,2.0175,0.927,0.4825,0.3625,13
48739,M,0.5,0.405,0.125,0.6655,0.2725,0.1355,0.205,10
48740,M,0.545,0.405,0.175,0.738,0.304,0.17,0.22,9
48741,F,0.525,0.435,0.145,0.97,0.2885,0.1755,0.264,19
48742,M,0.605,0.475,0.155,1.0835,0.5885,0.2275,0.275,9
48743,I,0.53,0.41,0.125,0.7085,0.3325,0.1455,0.18,8
48744,M,0.595,0.47,0.165,1.2635,0.5335,0.2755,0.36,11
48745,I,0.535,0.4,0.135,0.6025,0.2895,0.12,0.1825,9
48746,M,0.56,0.45,0.155,0.9125,0.4095,0.271,0.275,9
48747,F,0.675,0.565,0.19,1.8375,0.7645,0.3615,0.553,9
48748,F,0.62,0.455,0.13,1.1045,0.4535,0.2405,0.295,11
48749,I,0.43,0.32,0.11,0.3675,0.174,0.0785,0.105,7
48750,I,0.33,0.26,0.09,0.221,0.1075,0.0335,0.06,7
48751,F,0.5,0.4,0.095,0.6765,0.2965,0.1665,0.205,10
48752,F,0.54,0.41,0.155,0.879,0.2695,0.1765,0.265,12
48753,M,0.385,0.3,0.105,0.335,0.176,0.081,0.11,9
48754,I,0.57,0.46,0.14,0.7495,0.3745,0.1755,0.175,8
48755,M,0.595,0.465,0.17,0.853,0.387,0.156,0.245,9
48756,M,0.495,0.39,0.125,0.6985,0.2,0.166,0.195,14
48757,I,0.255,0.15,0.055,0.0455,0.02,0.0065,0.015,8
48758,F,0.645,0.525,0.2,1.3915,0.5,0.3025,0.495,14
48759,I,0.175,0.13,0.04,0.036,0.009,0.0155,0.009,4
48760,I,0.385,0.275,0.08,0.2325,0.104,0.056,0.08,7
48761,I,0.225,0.165,0.055,0.059,0.027,0.012,0.015,5
48762,I,0.255,0.19,0.06,0.074,0.0255,0.0165,0.03,5
48763,I,0.555,0.405,0.14,0.6955,0.3075,0.1385,0.1845,8
48764,M,0.605,0.47,0.17,1.1655,0.4935,0.2475,0.34,9
48765,F,0.56,0.465,0.185,0.971,0.391,0.216,0.29,12
48766,F,0.575,0.45,0.14,0.9265,0.38,0.2175,0.27,9
48767,M,0.5,0.385,0.135,0.6425,0.3145,0.1265,0.1535,8
48768,M,0.435,0.33,0.09,0.3565,0.143,0.0655,0.113,9
48769,M,0.46,0.36,0.11,0.4075,0.159,0.086,0.13,8
48770,M,0.525,0.415,0.125,0.6885,0.328,0.1625,0.195,9
48771,M,0.63,0.515,0.165,1.3705,0.6655,0.311,0.387,9
48772,I,0.385,0.285,0.09,0.251,0.1225,0.037,0.0675,6
48773,I,0.455,0.355,0.115,0.411,0.214,0.099,0.131,9
48774,M,0.54,0.42,0.135,0.6995,0.3215,0.163,0.22,8
48775,I,0.44,0.33,0.1,0.437,0.163,0.0755,0.115,8
48776,M,0.58,0.44,0.14,0.7665,0.264,0.184,0.27,11
48777,M,0.58,0.455,0.18,1.1185,0.4975,0.2165,0.33,15
48778,M,0.475,0.355,0.1,0.5065,0.2435,0.1045,0.1495,7
48779,I,0.52,0.405,0.12,0.6455,0.3115,0.1455,0.177,8
48780,M,0.51,0.39,0.135,0.7865,0.365,0.2,0.18,11
48781,F,0.625,0.45,0.165,1.0835,0.5405,0.2565,0.288,7
48782,F,0.69,0.545,0.235,1.7765,0.7725,0.3625,0.47,10
48783,F,0.575,0.45,0.145,0.9685,0.4635,0.1825,0.24,9
48784,M,0.545,0.42,0.155,0.7825,0.327,0.1595,0.2425,8
48785,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.18,10
48786,I,0.465,0.375,0.1,0.499,0.21,0.0865,0.135,7
48787,F,0.605,0.455,0.16,1.2235,0.582,0.361,0.317,10
48788,I,0.36,0.26,0.085,0.2085,0.0985,0.052,0.052,6
48789,I,0.305,0.225,0.07,0.131,0.0415,0.0275,0.034,5
48790,I,0.505,0.395,0.145,0.6315,0.3045,0.1595,0.167,7
48791,M,0.56,0.445,0.145,0.8395,0.3325,0.2175,0.32,14
48792,I,0.385,0.295,0.09,0.2615,0.0905,0.0575,0.0845,7
48793,F,0.63,0.495,0.13,1.0935,0.564,0.2145,0.288,8
48794,F,0.575,0.45,0.145,0.879,0.3795,0.1735,0.255,9
48795,I,0.535,0.435,0.155,0.8075,0.358,0.152,0.2595,10
48796,I,0.37,0.28,0.09,0.253,0.1115,0.042,0.058,7
48797,M,0.59,0.455,0.135,1.007,0.462,0.2345,0.287,11
48798,M,0.635,0.495,0.15,1.1345,0.4785,0.2425,0.28,8
48799,M,0.44,0.35,0.105,0.4775,0.185,0.0705,0.16,9
48800,I,0.425,0.325,0.09,0.3245,0.1375,0.071,0.105,8
48801,I,0.54,0.42,0.13,0.664,0.3315,0.127,0.175,8
48802,I,0.55,0.43,0.145,0.874,0.3875,0.1855,0.22,9
48803,I,0.47,0.375,0.115,0.4385,0.1825,0.081,0.15,7
48804,I,0.435,0.325,0.11,0.3335,0.1445,0.0665,0.105,8
48805,I,0.425,0.33,0.11,0.3695,0.1575,0.0795,0.105,7
48806,F,0.65,0.5,0.165,1.3375,0.653,0.308,0.41,11
48807,I,0.415,0.315,0.1,0.3595,0.167,0.06,0.0915,6
48808,M,0.605,0.47,0.16,1.0915,0.391,0.2265,0.355,17
48809,F,0.565,0.46,0.135,0.926,0.398,0.195,0.29,14
48810,F,0.47,0.355,0.125,0.4335,0.1905,0.0885,0.155,8
48811,I,0.375,0.285,0.1,0.226,0.105,0.0455,0.064,7
48812,M,0.605,0.49,0.16,1.15,0.5875,0.2555,0.2425,10
48813,M,0.615,0.475,0.175,1.115,0.484,0.278,0.35,8
48814,M,0.52,0.415,0.15,0.8115,0.3525,0.1975,0.2315,9
48815,F,0.605,0.475,0.165,1.1215,0.4725,0.2485,0.37,17
48816,I,0.33,0.24,0.08,0.17,0.076,0.0365,0.055,6
48817,I,0.27,0.19,0.06,0.073,0.034,0.0235,0.03,6
48818,F,0.445,0.35,0.13,0.514,0.2065,0.0945,0.155,16
48819,M,0.585,0.455,0.155,0.8705,0.2895,0.1715,0.265,13
48820,I,0.34,0.265,0.085,0.2225,0.0915,0.0385,0.067,6
48821,M,0.455,0.355,0.13,0.415,0.1575,0.087,0.135,10
48822,M,0.55,0.44,0.145,0.8285,0.275,0.1715,0.237,14
48823,I,0.525,0.4,0.13,0.7245,0.3285,0.13,0.18,8
48824,F,0.665,0.5,0.205,1.484,0.5985,0.3115,0.41,16
48825,M,0.545,0.42,0.165,0.8035,0.2975,0.1825,0.228,13
48826,F,0.58,0.475,0.15,0.8875,0.4315,0.1905,0.27,8
48827,I,0.37,0.27,0.085,0.199,0.0785,0.038,0.058,7
48828,F,0.5,0.415,0.155,0.9715,0.4345,0.2105,0.285,11
48829,M,0.645,0.485,0.185,1.415,0.5045,0.345,0.43,16
48830,M,0.635,0.515,0.175,1.4935,0.623,0.3485,0.3655,10
48831,F,0.59,0.475,0.155,0.974,0.4305,0.23,0.285,13
48832,F,0.58,0.45,0.14,0.9685,0.49,0.182,0.2385,9
48833,F,0.605,0.46,0.175,1.122,0.479,0.274,0.3035,10
48834,M,0.51,0.405,0.12,1.012,0.487,0.16,0.2535,9
48835,F,0.6,0.475,0.155,0.9685,0.4145,0.1625,0.2875,9
48836,M,0.475,0.35,0.12,0.487,0.2125,0.1155,0.1365,9
48837,M,0.625,0.51,0.195,1.348,0.5995,0.2605,0.445,11
48838,I,0.435,0.325,0.11,0.4305,0.184,0.0785,0.1245,7
48839,M,0.265,0.2,0.065,0.0905,0.044,0.018,0.03,5
48840,F,0.575,0.475,0.125,0.9895,0.4535,0.171,0.236,9
48841,F,0.645,0.535,0.165,1.3275,0.7175,0.2335,0.391,10
48842,I,0.515,0.36,0.125,0.5175,0.2535,0.1095,0.14,8
48843,I,0.53,0.39,0.135,0.632,0.2935,0.1315,0.1845,8
48844,M,0.545,0.425,0.155,0.7495,0.329,0.183,0.234,8
48845,F,0.645,0.52,0.18,1.5395,0.741,0.3035,0.4625,13
48846,F,0.605,0.495,0.16,1.0885,0.5165,0.234,0.305,13
48847,M,0.63,0.48,0.15,1.3165,0.6325,0.2565,0.3325,9
48848,I,0.35,0.26,0.08,0.18,0.0825,0.041,0.07,7
48849,F,0.695,0.55,0.185,1.6755,0.714,0.331,0.4725,11
48850,F,0.375,0.26,0.075,0.1825,0.0745,0.0355,0.05,5
48851,I,0.245,0.18,0.065,0.0465,0.019,0.0125,0.02,4
48852,M,0.455,0.335,0.11,0.417,0.1525,0.096,0.135,8
48853,I,0.515,0.4,0.125,0.623,0.2505,0.159,0.185,8
48854,F,0.58,0.465,0.2,1.0825,0.4155,0.239,0.4115,13
48855,M,0.435,0.355,0.125,0.459,0.2135,0.096,0.146,8
48856,I,0.455,0.365,0.12,0.5065,0.222,0.1235,0.16,8
48857,F,0.625,0.475,0.16,1.073,0.483,0.198,0.3145,8
48858,F,0.615,0.465,0.16,1.065,0.4935,0.2385,0.27,9
48859,M,0.625,0.49,0.165,1.2645,0.547,0.2855,0.317,8
48860,F,0.605,0.475,0.165,1.1005,0.5385,0.2365,0.2755,9
48861,I,0.45,0.345,0.105,0.4165,0.18,0.0935,0.125,7
48862,M,0.495,0.385,0.15,0.7225,0.246,0.2015,0.215,13
48863,F,0.575,0.47,0.145,0.953,0.3945,0.2195,0.29,10
48864,F,0.655,0.51,0.175,1.3375,0.5805,0.2815,0.3825,10
48865,M,0.59,0.465,0.17,0.983,0.407,0.1855,0.28,11
48866,F,0.45,0.355,0.14,0.494,0.214,0.108,0.15,8
48867,I,0.415,0.33,0.105,0.318,0.119,0.0735,0.095,7
48868,M,0.53,0.41,0.135,0.6885,0.294,0.1625,0.225,8
48869,M,0.645,0.51,0.21,1.539,0.664,0.3835,0.44,13
48870,M,0.575,0.45,0.145,1.1005,0.3525,0.262,0.27,18
48871,F,0.645,0.515,0.19,1.0135,0.4895,0.2735,0.505,14
48872,M,0.615,0.5,0.175,1.0765,0.4375,0.2325,0.36,12
48873,I,0.46,0.36,0.11,0.3785,0.1545,0.0785,0.1625,10
48874,F,0.585,0.45,0.15,0.923,0.4625,0.2055,0.2405,8
48875,I,0.275,0.195,0.065,0.08,0.031,0.02,0.025,6
48876,M,0.55,0.425,0.145,0.8765,0.4375,0.2025,0.19,8
48877,I,0.505,0.39,0.125,0.6335,0.2925,0.1265,0.18,8
48878,F,0.66,0.54,0.18,1.5595,0.6275,0.3315,0.47,13
48879,M,0.3,0.245,0.045,0.1245,0.033,0.0265,0.035,5
48880,I,0.44,0.34,0.13,0.4045,0.1525,0.092,0.1015,7
48881,I,0.35,0.255,0.08,0.18,0.0715,0.0355,0.052,5
48882,M,0.595,0.475,0.16,1.0745,0.4535,0.2135,0.355,10
48883,I,0.525,0.4,0.14,0.6625,0.2955,0.1635,0.215,15
48884,F,0.51,0.4,0.125,0.6445,0.2715,0.158,0.175,9
48885,F,0.75,0.55,0.185,1.676,0.7245,0.4095,0.47,13
48886,F,0.565,0.44,0.145,0.858,0.3155,0.1735,0.27,10
48887,I,0.55,0.435,0.15,0.7285,0.3485,0.1415,0.18,8
48888,F,0.65,0.52,0.185,1.4935,0.5235,0.3315,0.395,12
48889,M,0.605,0.485,0.135,1.145,0.5125,0.262,0.2905,11
48890,I,0.495,0.335,0.08,0.378,0.1715,0.085,0.107,8
48891,F,0.595,0.48,0.165,1.13,0.4525,0.238,0.335,10
48892,I,0.275,0.23,0.085,0.1775,0.061,0.0405,0.0425,6
48893,I,0.4,0.31,0.11,0.2815,0.115,0.057,0.095,7
48894,F,0.625,0.49,0.145,1.0655,0.5065,0.2245,0.251,9
48895,M,0.535,0.42,0.135,0.5805,0.2155,0.1225,0.22,9
48896,F,0.605,0.495,0.17,1.36,0.724,0.296,0.34,9
48897,M,0.605,0.48,0.16,1.2255,0.5475,0.2685,0.317,12
48898,I,0.275,0.205,0.06,0.0935,0.036,0.022,0.045,4
48899,I,0.625,0.495,0.185,1.1,0.485,0.2605,0.285,9
48900,M,0.51,0.395,0.15,0.86,0.3165,0.16,0.255,16
48901,I,0.48,0.37,0.11,0.5205,0.2555,0.1055,0.14,8
48902,F,0.63,0.505,0.17,1.3275,0.4975,0.3255,0.41,19
48903,I,0.5,0.4,0.13,0.6255,0.261,0.1285,0.18,12
48904,M,0.385,0.265,0.09,0.2175,0.097,0.038,0.063,8
48905,F,0.47,0.36,0.125,0.4775,0.1865,0.105,0.159,9
48906,F,0.575,0.44,0.135,0.7865,0.3235,0.1905,0.2255,9
48907,F,0.72,0.57,0.215,2.236,1.109,0.5195,0.545,11
48908,F,0.515,0.4,0.14,0.7835,0.3485,0.179,0.192,8
48909,I,0.555,0.44,0.145,0.879,0.3275,0.182,0.26,10
48910,M,0.605,0.48,0.155,1.1185,0.5015,0.2835,0.3095,10
48911,I,0.37,0.275,0.09,0.257,0.097,0.053,0.08,7
48912,I,0.515,0.38,0.12,0.6295,0.2655,0.1245,0.185,9
48913,F,0.54,0.475,0.16,0.959,0.2385,0.213,0.3,16
48914,I,0.2,0.145,0.025,0.0345,0.011,0.005,0.01,5
48915,M,0.505,0.405,0.135,0.6645,0.2705,0.1655,0.185,10
48916,F,0.595,0.465,0.15,1.0615,0.5145,0.2555,0.285,9
48917,I,0.365,0.29,0.105,0.2385,0.108,0.0665,0.0735,6
48918,I,0.5,0.36,0.1,0.4405,0.2025,0.0775,0.105,6
48919,F,0.67,0.52,0.18,1.3825,0.6605,0.278,0.4175,11
48920,F,0.645,0.525,0.185,1.349,0.531,0.3395,0.435,10
48921,I,0.475,0.35,0.11,0.498,0.2375,0.099,0.13,8
48922,I,0.44,0.35,0.11,0.3635,0.1715,0.08,0.12,8
48923,F,0.56,0.445,0.155,0.927,0.4035,0.2325,0.295,13
48924,M,0.455,0.365,0.145,0.5065,0.197,0.0855,0.1775,10
48925,I,0.44,0.33,0.115,0.3705,0.1545,0.084,0.114,10
48926,M,0.665,0.525,0.22,1.5265,0.6275,0.3365,0.575,27
48927,F,0.695,0.53,0.19,1.798,0.664,0.4195,0.57,15
48928,F,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,8
48929,F,0.56,0.45,0.135,0.8,0.3435,0.157,0.235,11
48930,I,0.31,0.225,0.075,0.1295,0.0455,0.028,0.044,5
48931,M,0.57,0.46,0.15,1.1135,0.4235,0.2245,0.31,12
48932,I,0.445,0.32,0.12,0.378,0.152,0.089,0.12,7
48933,M,0.565,0.45,0.145,0.972,0.4435,0.2235,0.26,10
48934,M,0.55,0.465,0.145,0.895,0.4015,0.2035,0.21,8
48935,I,0.47,0.35,0.12,0.4775,0.1665,0.111,0.135,9
48936,M,0.575,0.455,0.135,1.035,0.5705,0.22,0.2855,8
48937,M,0.635,0.51,0.17,1.36,0.5885,0.318,0.405,20
48938,I,0.47,0.36,0.125,0.4995,0.2375,0.11,0.158,8
48939,F,0.725,0.55,0.22,2.1075,0.931,0.437,0.545,12
48940,F,0.575,0.465,0.145,0.9755,0.3845,0.2495,0.285,13
48941,F,0.625,0.485,0.155,1.2015,0.5235,0.2455,0.315,9
48942,F,0.515,0.415,0.135,0.5815,0.2565,0.16,0.185,12
48943,I,0.445,0.345,0.1,0.4155,0.1755,0.093,0.109,7
48944,F,0.67,0.525,0.175,1.4715,0.6525,0.3315,0.435,11
48945,I,0.42,0.325,0.085,0.313,0.1245,0.063,0.125,8
48946,I,0.35,0.265,0.1,0.196,0.0885,0.0455,0.075,7
48947,I,0.445,0.335,0.11,0.4355,0.2075,0.085,0.1085,7
48948,I,0.455,0.37,0.135,0.514,0.2085,0.1155,0.145,8
48949,I,0.295,0.235,0.075,0.1085,0.0595,0.0295,0.035,4
48950,F,0.525,0.405,0.13,0.8605,0.3135,0.168,0.235,10
48951,F,0.65,0.515,0.195,1.4005,0.675,0.3095,0.415,21
48952,F,0.425,0.35,0.11,0.406,0.1645,0.091,0.1355,8
48953,M,0.675,0.55,0.195,1.8325,0.942,0.366,0.44,13
48954,M,0.665,0.525,0.18,1.406,0.6175,0.2335,0.4315,9
48955,I,0.515,0.425,0.14,0.7165,0.3595,0.1595,0.1785,9
48956,M,0.55,0.425,0.145,0.8115,0.38,0.1615,0.22,7
48957,F,0.51,0.4,0.12,0.6675,0.2985,0.1565,0.21,10
48958,F,0.6,0.48,0.185,1.2935,0.6135,0.2705,0.33,9
48959,I,0.455,0.355,0.11,0.5185,0.261,0.126,0.1415,9
48960,M,0.615,0.48,0.19,1.08,0.4605,0.2465,0.305,14
48961,I,0.525,0.41,0.14,0.724,0.3695,0.139,0.1885,8
48962,I,0.53,0.415,0.145,0.7055,0.2925,0.133,0.22,14
48963,F,0.72,0.56,0.23,1.719,0.68,0.3055,0.455,19
48964,M,0.495,0.4,0.145,0.764,0.3035,0.176,0.2175,15
48965,F,0.53,0.415,0.14,0.741,0.29,0.1715,0.195,8
48966,F,0.6,0.475,0.17,1.017,1.0385,0.2165,0.2705,8
48967,F,0.575,0.445,0.15,0.985,0.3895,0.2205,0.275,13
48968,M,0.675,0.55,0.19,1.4545,0.592,0.322,0.4125,11
48969,F,0.5,0.385,0.135,0.6245,0.2485,0.1315,0.1775,8
48970,I,0.435,0.33,0.115,0.3265,0.1315,0.077,0.105,8
48971,F,0.6,0.47,0.15,0.958,0.4535,0.1715,0.2925,10
48972,I,0.345,0.255,0.105,0.347,0.1605,0.0885,0.1,7
48973,I,0.28,0.21,0.075,0.1275,0.0505,0.0235,0.03,7
48974,M,0.54,0.425,0.135,0.8195,0.415,0.1715,0.225,9
48975,I,0.37,0.265,0.08,0.24,0.1205,0.056,0.053,6
48976,F,0.615,0.475,0.165,1.2415,0.5565,0.2925,0.3095,9
48977,I,0.52,0.415,0.12,0.624,0.3265,0.1205,0.21,8
48978,M,0.605,0.485,0.205,1.3185,0.4565,0.32,0.475,14
48979,M,0.54,0.415,0.14,0.7305,0.2835,0.1695,0.185,9
48980,M,0.38,0.305,0.095,0.2815,0.115,0.038,0.09,7
48981,M,0.565,0.405,0.155,0.7145,0.3585,0.15,0.236,11
48982,I,0.21,0.15,0.045,0.048,0.0165,0.018,0.015,4
48983,I,0.425,0.315,0.105,0.347,0.1635,0.081,0.1,10
48984,M,0.535,0.41,0.185,0.852,0.3285,0.1855,0.2735,10
48985,F,0.61,0.48,0.17,1.0835,0.4305,0.2725,0.39,12
48986,M,0.53,0.425,0.125,0.7245,0.3465,0.1415,0.17,7
48987,F,0.57,0.43,0.14,0.8315,0.354,0.1415,0.255,10
48988,M,0.59,0.46,0.15,1.013,0.4895,0.201,0.25,10
48989,M,0.57,0.465,0.175,0.983,0.4515,0.207,0.295,14
48990,I,0.465,0.375,0.115,0.541,0.2485,0.098,0.13,7
48991,M,0.68,0.525,0.185,1.564,0.633,0.3385,0.37,9
48992,M,0.61,0.47,0.17,1.112,0.4925,0.267,0.329,11
48993,I,0.455,0.33,0.14,0.5725,0.215,0.1125,0.126,5
48994,M,0.275,0.2,0.065,0.092,0.044,0.0235,0.03,6
48995,M,0.515,0.425,0.13,0.6115,0.245,0.1315,0.2,9
48996,F,0.555,0.44,0.13,0.8705,0.407,0.2115,0.255,14
48997,I,0.48,0.355,0.11,0.531,0.2465,0.1095,0.13,8
48998,I,0.555,0.43,0.135,0.8685,0.3485,0.1795,0.2365,9
48999,M,0.47,0.375,0.12,0.451,0.21,0.0935,0.12,8
49000,I,0.33,0.275,0.09,0.197,0.06,0.0345,0.0615,8
49001,F,0.57,0.46,0.155,0.9225,0.3245,0.168,0.295,12
49002,M,0.725,0.575,0.185,1.792,0.8295,0.423,0.485,11
49003,I,0.405,0.305,0.095,0.2875,0.13,0.0765,0.0875,7
49004,I,0.505,0.39,0.13,0.5415,0.2165,0.1235,0.185,9
49005,I,0.4,0.3,0.09,0.2905,0.1165,0.0515,0.085,8
49006,M,0.56,0.43,0.145,0.877,0.3875,0.155,0.2645,9
49007,I,0.43,0.32,0.1,0.2875,0.1145,0.057,0.095,8
49008,I,0.375,0.27,0.095,0.2225,0.096,0.0645,0.08,8
49009,F,0.67,0.54,0.19,1.732,0.732,0.3045,0.415,14
49010,I,0.525,0.405,0.14,0.6805,0.3045,0.138,0.18,9
49011,I,0.425,0.31,0.105,0.385,0.1695,0.0625,0.095,8
49012,I,0.61,0.465,0.155,0.9225,0.436,0.19,0.28,9
49013,I,0.315,0.245,0.09,0.1455,0.0595,0.0375,0.0425,6
49014,I,0.205,0.155,0.05,0.0515,0.0185,0.013,0.0125,4
49015,F,0.5,0.38,0.135,0.6195,0.2735,0.137,0.22,10
49016,M,0.62,0.46,0.14,1.003,0.4655,0.2115,0.28,13
49017,I,0.54,0.425,0.14,0.7085,0.3055,0.2015,0.1885,9
49018,I,0.45,0.355,0.1,0.393,0.2105,0.072,0.125,8
49019,I,0.425,0.34,0.1,0.361,0.1705,0.064,0.105,6
49020,F,0.61,0.475,0.165,1.3025,0.567,0.3035,0.31,10
49021,I,0.435,0.335,0.105,0.3635,0.1675,0.081,0.12,8
49022,M,0.67,0.52,0.195,1.676,0.693,0.44,0.46,10
49023,F,0.655,0.52,0.17,1.4605,0.5995,0.322,0.36,9
49024,I,0.315,0.22,0.06,0.121,0.0465,0.0355,0.045,5
49025,I,0.3,0.23,0.075,0.1225,0.0545,0.0115,0.035,5
49026,M,0.68,0.57,0.2,1.7365,0.7155,0.3615,0.446,9
49027,F,0.6,0.5,0.15,0.998,0.3685,0.1715,0.345,12
49028,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.42,12
49029,M,0.555,0.44,0.145,0.9085,0.345,0.1735,0.27,16
49030,M,0.61,0.46,0.15,1.0735,0.475,0.2575,0.2705,9
49031,F,0.535,0.425,0.135,0.6385,0.2825,0.1295,0.2185,10
49032,M,0.63,0.46,0.15,1.098,0.5455,0.3025,0.335,10
49033,I,0.405,0.3,0.105,0.3085,0.1405,0.0595,0.085,6
49034,F,0.605,0.475,0.185,1.3695,0.435,0.2555,0.435,20
49035,M,0.36,0.255,0.075,0.1895,0.0785,0.0345,0.057,7
49036,F,0.585,0.46,0.16,0.8755,0.3465,0.2065,0.265,9
49037,M,0.625,0.485,0.155,1.2275,0.5715,0.1965,0.3165,11
49038,F,0.575,0.45,0.165,1.1345,0.4985,0.2255,0.2895,12
49039,I,0.5,0.375,0.13,0.5745,0.309,0.112,0.1405,8
49040,M,0.62,0.465,0.165,1.0465,0.5235,0.2145,0.2825,8
49041,F,0.625,0.48,0.17,1.0845,0.4955,0.228,0.3315,9
49042,I,0.475,0.35,0.115,0.5965,0.2645,0.111,0.155,7
49043,M,0.66,0.515,0.175,1.4775,0.615,0.3265,0.395,12
49044,M,0.575,0.46,0.14,0.8145,0.3285,0.1725,0.24,13
49045,I,0.58,0.46,0.18,0.9995,0.425,0.1985,0.295,12
49046,M,0.32,0.225,0.08,0.1285,0.0335,0.0265,0.044,7
49047,I,0.51,0.375,0.12,0.5185,0.3065,0.1095,0.17,8
49048,M,0.36,0.265,0.105,0.2165,0.083,0.037,0.075,6
49049,M,0.47,0.375,0.125,0.5765,0.2575,0.128,0.174,8
49050,I,0.385,0.285,0.095,0.2815,0.1215,0.0575,0.0775,7
49051,F,0.445,0.335,0.095,0.3245,0.13,0.074,0.115,9
49052,I,0.455,0.34,0.11,0.435,0.175,0.0945,0.135,8
49053,M,0.165,0.11,0.04,0.019,0.0065,0.0025,0.005,3
49054,M,0.63,0.485,0.165,1.271,0.6375,0.2565,0.3315,9
49055,I,0.275,0.2,0.07,0.0935,0.039,0.0205,0.03,8
49056,F,0.55,0.435,0.16,0.9685,0.3195,0.2145,0.28,13
49057,F,0.65,0.51,0.18,1.3645,0.6375,0.3065,0.383,8
49058,M,0.535,0.42,0.155,0.7275,0.2885,0.155,0.215,9
49059,M,0.575,0.445,0.14,0.8435,0.3745,0.1915,0.245,9
49060,I,0.5,0.39,0.13,0.677,0.3025,0.1455,0.1715,8
49061,M,0.535,0.41,0.125,0.768,0.3105,0.1785,0.1785,9
49062,I,0.41,0.325,0.115,0.3675,0.1735,0.0735,0.0975,8
49063,M,0.53,0.415,0.155,0.7155,0.3485,0.1695,0.195,10
49064,M,0.475,0.385,0.14,0.7745,0.282,0.182,0.2495,11
49065,I,0.56,0.44,0.145,0.8935,0.3755,0.2185,0.23,10
49066,M,0.66,0.54,0.155,1.7395,0.675,0.349,0.3885,13
49067,F,0.575,0.455,0.16,1.13,0.402,0.2615,0.335,13
49068,I,0.37,0.28,0.085,0.2175,0.096,0.0325,0.07,7
49069,F,0.58,0.455,0.16,1.065,0.547,0.2155,0.2885,8
49070,F,0.68,0.52,0.195,1.5865,0.73,0.35,0.4055,10
49071,M,0.605,0.47,0.165,1.1845,0.5585,0.3045,0.3595,11
49072,I,0.415,0.31,0.09,0.3355,0.1515,0.058,0.096,7
49073,I,0.31,0.225,0.075,0.1485,0.0585,0.0335,0.05,8
49074,F,0.605,0.48,0.16,1.0645,0.439,0.2095,0.325,15
49075,F,0.495,0.37,0.125,0.5785,0.2065,0.1335,0.151,10
49076,F,0.565,0.49,0.165,1.053,0.458,0.268,0.3,12
49077,I,0.26,0.19,0.075,0.1275,0.0545,0.0235,0.03,6
49078,M,0.555,0.44,0.13,0.7915,0.3915,0.1445,0.22,9
49079,F,0.68,0.56,0.2,1.858,0.8455,0.3665,0.595,12
49080,M,0.49,0.39,0.11,0.4925,0.2395,0.088,0.1595,8
49081,M,0.525,0.405,0.14,0.7385,0.282,0.1785,0.235,11
49082,I,0.45,0.335,0.105,0.362,0.1575,0.0665,0.105,8
49083,F,0.385,0.31,0.115,0.3215,0.1555,0.075,0.0985,7
49084,I,0.47,0.35,0.11,0.478,0.2405,0.081,0.1065,7
49085,I,0.24,0.175,0.065,0.07,0.034,0.0205,0.02,5
49086,M,0.57,0.455,0.165,1.059,0.398,0.197,0.36,14
49087,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,8
49088,M,0.565,0.45,0.145,0.9265,0.3525,0.2005,0.32,16
49089,F,0.53,0.455,0.155,0.9685,0.4235,0.2255,0.27,9
49090,I,0.26,0.185,0.075,0.1185,0.023,0.0235,0.0415,6
49091,F,0.655,0.525,0.165,1.437,0.633,0.2985,0.475,12
49092,M,0.355,0.275,0.1,0.2275,0.0935,0.0525,0.085,10
49093,M,0.525,0.4,0.12,0.717,0.282,0.1725,0.195,10
49094,I,0.45,0.35,0.105,0.4155,0.1695,0.081,0.123,8
49095,M,0.695,0.55,0.19,1.523,0.732,0.4055,0.43,14
49096,M,0.485,0.355,0.125,0.4775,0.2125,0.0885,0.14,9
49097,I,0.495,0.38,0.12,0.536,0.1895,0.135,0.155,10
49098,F,0.62,0.48,0.165,1.336,0.6805,0.259,0.3245,10
49099,F,0.61,0.49,0.165,1.3315,0.6575,0.2465,0.3465,10
49100,I,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,9
